zip_code,pop_25_over,pct_bachelors_plus_25_over,count_bachelors_plus_25_over,pop_18_24,pct_bachelor_and_over_18_24,count_bachelors_plus_18_24
14788,90.0,28.9,26,1.0,0.0,0
14801,3464.0,15.3,530,362.0,12.7,46
14802,778.0,68.9,536,3638.0,5.0,182
14803,996.0,44.5,443,74.0,0.0,0
14804,984.0,27.7,273,182.0,9.9,18
14805,554.0,17.7,98,70.0,0.0,0
14806,1501.0,22.6,339,133.0,18.0,24
14807,1957.0,24.3,476,173.0,16.8,29
14808,350.0,10.6,37,25.0,0.0,0
14809,1866.0,17.2,321,245.0,40.8,100
14810,8803.0,16.8,1479,660.0,15.2,100
14812,2172.0,15.9,345,240.0,0.0,0
14813,1735.0,21.4,371,204.0,0.0,0
14814,1274.0,59.2,754,136.0,27.9,38
14815,560.0,24.6,138,22.0,0.0,0
14816,404.0,28.5,115,13.0,0.0,0
14817,2019.0,57.1,1153,131.0,66.4,87
14818,1544.0,35.9,554,102.0,0.0,0
14819,387.0,12.9,50,12.0,25.0,3
14820,368.0,12.0,44,46.0,0.0,0
14821,2153.0,16.0,344,232.0,3.9,9
14822,606.0,16.7,101,44.0,25.0,11
14823,2631.0,21.9,576,292.0,14.0,41
14824,531.0,16.6,88,84.0,0.0,0
14825,489.0,28.4,139,86.0,0.0,0
14826,1501.0,16.3,245,165.0,10.9,18
14827,0.0,,,0.0,,
14830,13422.0,41.3,5543,1569.0,22.1,347
14836,773.0,18.0,139,60.0,0.0,0
14837,3755.0,20.3,762,413.0,1.5,6
14838,1502.0,17.2,258,159.0,3.8,6
14839,426.0,27.2,116,61.0,16.4,10
14840,2112.0,37.3,788,107.0,22.4,24
14841,591.0,38.1,225,0.0,,
14842,551.0,24.9,137,99.0,13.1,13
14843,9160.0,21.1,1933,957.0,11.5,110
14845,14796.0,35.1,5193,1623.0,17.6,286
14846,637.0,16.5,105,83.0,33.7,28
14847,1665.0,33.3,554,173.0,2.3,4
14850,37276.0,71.8,26764,21281.0,20.0,4256
14853,46.0,91.3,42,2245.0,1.1,25
14854,99.0,47.5,47,0.0,,
14855,490.0,13.1,64,80.0,5.0,4
14856,0.0,,,0.0,,
14858,1014.0,22.3,226,87.0,13.8,12
14859,776.0,24.5,190,76.0,0.0,0
14860,818.0,24.3,199,31.0,0.0,0
14861,1064.0,14.8,157,78.0,0.0,0
14864,778.0,32.0,249,48.0,0.0,0
14865,1909.0,20.3,388,143.0,2.8,4
14867,3857.0,30.6,1180,181.0,21.5,39
14869,802.0,24.3,195,61.0,9.8,6
14870,7229.0,41.3,2986,590.0,16.6,98
14871,3310.0,23.7,784,194.0,13.4,26
14872,438.0,23.5,103,16.0,0.0,0
14873,1340.0,19.1,256,129.0,4.7,6
14874,98.0,35.7,35,16.0,0.0,0
14877,419.0,17.7,74,122.0,7.4,9
14878,466.0,23.0,107,35.0,17.1,6
14879,1644.0,13.8,227,135.0,12.6,17
14880,1141.0,21.6,246,124.0,2.4,3
14881,130.0,56.2,73,29.0,6.9,2
14882,2533.0,49.5,1254,491.0,23.6,116
14883,3165.0,30.3,959,421.0,4.3,18
14884,240.0,24.6,59,31.0,19.4,6
14885,450.0,13.6,61,59.0,0.0,0
14886,4902.0,43.5,2132,448.0,15.8,71
14889,916.0,24.5,224,80.0,3.8,3
14891,3473.0,24.6,854,326.0,7.7,25
14892,5630.0,18.1,1019,571.0,23.3,133
14893,12.0,0.0,0,0.0,,
14894,987.0,10.6,105,90.0,0.0,0
14895,6451.0,24.0,1548,971.0,14.9,145
14897,508.0,9.1,46,54.0,22.2,12
14898,894.0,12.0,107,247.0,3.2,8
14901,9703.0,16.1,1562,1717.0,5.6,96
14903,5183.0,27.7,1436,521.0,7.1,37
14904,10004.0,17.2,1721,1298.0,15.6,202
14905,6334.0,42.2,2673,554.0,12.3,68
