store_name,square_footage,operation_type,georeference,Zip_Code_Clean
WING FUNG,1500.0,Store,POINT (-73.982400835 40.613169894),11204
M & F FOOD,1200.0,Store,POINT (-73.931761735 40.851465473),10033
FANCY NY GRILL & DELI,,Store,POINT (-73.98572317 40.72280699),10009
HOME FRESH BAKERY,,Store,POINT (-73.883770729 40.84852221),10460
JORDAN DELI GROCERY,900.0,Store,POINT (-73.921538831 40.831113751),10452
SANTA DELI,1200.0,Store,POINT (-73.979124685 40.728269308),10009
7-ELEVEN STORE #20942D,1500.0,Store,POINT (-73.771093308 40.763498405),11361
J&R SUPER DELI GROCERY,1500.0,Store,POINT (-73.867246478 40.875193132),10467
FQ MULTI SERVICE,700.0,Store,POINT (-73.908624413 40.701712421),11385
AKEEL DELI AND MARKET,2000.0,Store,POINT (-73.904945512 40.66294876),11212
GOLD-MORE DELI & GRILL,1000.0,Store,POINT (-73.749434805 40.602763845),11691
DITMARS GROC & CANDY,500.0,Store,POINT (-73.905997273 40.772646959),11105
ECONOMIC MINI MARKET,2500.0,Store,POINT (-73.874249726 40.743297767),11373
AMERICAN STAR DELI,1000.0,Store,POINT (-73.935293115 40.754084271),11101
INWOOD GOURMET DELI,1200.0,Store,POINT (-73.924096233 40.865336475),10034
ALEGRIA GROCERY DELI,1000.0,Store,POINT (-73.916577415 40.672600605),11233
G & M FRIENDS DELI GROCERY,2000.0,Store,POINT (-73.87498046 40.829234193),10472
NAIRA BREAD,2000.0,Store,POINT (-73.869885771 40.676750276),11208
MA GOODLUCK CONVENIENCE,900.0,Store,POINT (-73.996954921 40.598462378),11214
LA MIA FOOD MARKET,1000.0,Store,POINT (-73.938235749 40.753538777),11101
TRIPLE STAR DELI GROCERY,,Store,POINT (-73.871131741 40.679455828),11208
BELLA TEJALPA DELI GROC,1000.0,Store,POINT (-73.88619486 40.855843383),10458
YOGURT & CANDY BAR,500.0,Store,POINT (-73.967452717 40.76299897),10065
STAR DRUGS,800.0,Store,POINT (-73.888271644 40.655139466),11207
YOUNG'S MARKET,1200.0,Store,POINT (-73.91453793 40.838834742),10452
MET FOOD,9000.0,Store,POINT (-73.854293839 40.898766816),10470
MR TOFU,1500.0,Store,POINT (-73.992217804 40.601187921),11214
3 HERMANOS GROCERY,,Store,POINT (-73.862321858 40.831595082),10472
AMBOY SUPERSTAR CONVENIENCE,2000.0,Store,POINT (-74.1507035 40.549959867),10308
JHARA,1500.0,Store,POINT (-73.803195662 40.70744514),11432
10AM BREAKFAST BAR,1000.0,Store,POINT (-73.986011005 40.641105059),11218
EDY'S GROCER,1200.0,Store,POINT (-73.951046064 40.727524786),11222
OCEAN EATS,1000.0,Store,POINT (-73.91099096 40.678180647),11233
INTER-BAKERY SHOP,2000.0,Store,POINT (-73.960224499 40.578043978),11235
FRESCO,,Store,POINT (-73.916371974 40.839592717),10452
G 115 CONVENEINCE STORE,1600.0,Store,POINT (-73.946306433 40.799830142),10029
FOOD BAZAAR,43000.0,Store,POINT (-73.738273463 40.755312429),11362
LA ESQUINA FOOD,1200.0,Store,POINT (-73.98957147 40.68414873),11217
FOOD BAZAAR,,Store,POINT (-74.016918602 40.674102852),11231
GOLO FOOD MARKET,1500.0,Store,POINT (-73.862994338 40.748563572),11368
SUNRISE PHARMACY,2700.0,Store,POINT (-73.98305739 40.612045881),11204
ZAKS SNACKS,1000.0,Store,POINT (-73.906799757 40.83759686),10456
FANCY VARIETIES,3000.0,Store,POINT (-73.793699636 40.710267956),11432
BONDOS GROCERY,1200.0,Store,POINT (-73.959734325 40.705361232),11211
APPLE EATS,1200.0,Store,POINT (-73.940028806 40.707842443),11206
REINA DE LA NUBE DELI GROCERY,,Store,POINT (-73.838067396 40.696126595),11418
LA MILAGROSA FRUIT MARKET,900.0,Store,POINT (-74.008017189 40.647123098),11220
GS DELI IN GROCERY,3000.0,Store,POINT (-73.910957768 40.671098442),11212
BEAT THE BOMB,,Store,POINT (-73.983920307 40.703084623),11201
NEW ATHENS MARKET,1500.0,Store,POINT (-74.030514133 40.625281199),11209
WASIM DELI GROCERY,1000.0,Store,POINT (-73.936198109 40.759458663),11106
TRM FOOD,,Store,POINT (-73.996359973 40.710371556),10038
WESAM DELI & GROCERY,1200.0,Store,POINT (-73.929505327 40.693887244),11221
MUMCEE AFRICAN & CARIBBEAN MKT,1200.0,Store,POINT (-73.846833023 40.877053496),10469
R & B SEAFOOD,1500.0,Store,POINT (-73.863539581 40.728512383),11374
WEJDAN DELI GROCERY,900.0,Store,POINT (-73.936360047 40.84605529),10033
ADAB FOODS,2000.0,Store,POINT (-73.862010219 40.885420982),10467
GREEN FOREST,10000.0,Store,POINT (-73.955938497 40.609944999),11229
NUTS FACTORY,2475.0,Store,POINT (-73.993012186 40.742483214),10010
CHALOUH GOURMET MARKET,1500.0,Store,POINT (-73.963491178 40.597937),11223
KEY FOOD SUPERMARKET,20000.0,Store,POINT (-73.904982644 40.906028813),10471
T&H MARKET FRESH FRUITS&VEGETABLES,1500.0,Store,POINT (-74.096245521 40.589042334),10304
K C GRILL AND GROCERY,1000.0,Store,POINT (-74.024002736 40.63396351),11209
JJ TOMPKINS FOOD,1400.0,Store,POINT (-73.945138498 40.695736544),11206
20/21 DELI & GROCERY,,Store,POINT (-73.858460986 40.687313108),11421
RAVI KUMAR GAUTAM,800.0,Store,POINT (-73.880760117 40.735554817),11373
LJ FISH MARKET,,Store,POINT (-73.91990964 40.743606389),11104
JO TRADING,18000.0,Store,POINT (-73.925265341 40.691478369),11221
145 FOOD PLAZA,900.0,Store,POINT (-73.936321709 40.820559843),10039
MONARCH DELI,500.0,Store,POINT (-73.938813011 40.802722485),10035
INDO-PAK AMER SPAN GROC,1250.0,Store,POINT (-73.81830991 40.754030124),11355
TONY'S DELI AND GROCERY II,,Store,POINT (-74.011418062 40.676178756),11231
PITKIN DELI,,Store,POINT (-73.890112226 40.672883243),11207
LE FOURNIL,3000.0,Store,POINT (-73.988399596 40.727914293),10003
NOBLETREE COFFEE,8000.0,Store,POINT (-74.016709055 40.67332631),11231
RANCHO EL TABACO DELI,,Store,POINT (-73.928954468 40.758496337),11106
BAGHRAMYANS BAKERY,6000.0,Store,POINT (-74.077549099 40.627105898),10304
MIKE'S & SAMIA DELI,2500.0,Store,POINT (-74.16919884 40.558587443),10312
GREEN ACRES MEAT,1000.0,Store,POINT (-74.013190164 40.64943973),11220
GREEN PARK GOURMET DELI,1600.0,Store,POINT (-73.945155094 40.688902485),11216
CORNER BAGEL AND DELI,1200.0,Store,POINT (-74.14426184 40.625410029),10302
BLM NATURAL DELI,1000.0,Store,POINT (-73.922857723 40.684346878),11233
ASI SOY YO DELI GROCERY,1200.0,Store,POINT (-73.88031311 40.672790036),11208
GREENPOINT FISH WHOLESALE,3500.0,Store,POINT (-73.954889166 40.737969433),11222
DEAL 99,1800.0,Store,POINT (-73.95424837 40.610298966),11229
MO DISCOUNT,600.0,Store,POINT (-73.903388909 40.812194748),10455
FOOD TOWN,15000.0,Store,POINT (-73.924207964 40.690882877),11221
EVERGREEN MOE,,Store,POINT (-73.924207964 40.690882877),11221
AMSTERDAM AUTO,2200.0,Store,POINT (-73.93708307 40.838944628),10032
HANA MAKGEOLLI,2500.0,Store,POINT (-73.951487035 40.736326622),11222
CANCUN DELI GROCERY 1,500.0,Store,POINT (-73.898015774 40.82086524),10459
YOUNGS FOOD MARKET,3000.0,Store,POINT (-73.802730969 40.707259649),11432
LUCKY CORNER MINI MARKET,1200.0,Store,POINT (-73.983450753 40.618650317),11204
RASPBERRY DELI,2500.0,Store,POINT (-73.860982011 40.667872583),11208
PAPELETA DELI GROCERY,,Store,POINT (-73.922376434 40.698943502),11237
MERAN DELI GROCERY,,Store,POINT (-73.853412482 40.829273421),10472
FOOD WAY,40000.0,Store,POINT (-73.91582824 40.625968557),11234
LAFAYETTE GARDENS DELI,,Store,POINT (-73.956889172 40.68941223),11205
7-ELEVEN STORE #29937D,,Store,POINT (-73.864461926 40.719800988),11374
SUPER STAR RUTLAND DELI,1000.0,Store,POINT (-73.925407917 40.663476568),11212
AAA 99 CENTS,2000.0,Store,POINT (-73.897066691 40.861032075),10458
GRAND AVE DELI 2,700.0,Store,POINT (-73.962331877 40.678318111),11238
FRANCIS DELI GROCERY,1400.0,Store,POINT (-73.903311209 40.830676384),10456
GREENPOINT BEER,2000.0,Store,POINT (-73.955315134 40.737633193),11222
FOOD EMPORIUM,5000.0,Store,POINT (-73.938333063 40.845968202),10033
PREMIUM SUPERMARKET,,Store,POINT (-73.864940532 40.678883386),11208
MUNECO GROCERY,1000.0,Store,POINT (-73.925582009 40.670142528),11213
BDD NY,1500.0,Store,POINT (-73.995338554 40.607630713),11214
BOSTON FISH MARKET,700.0,Store,POINT (-73.841089492 40.880553318),10466
RIVERDALE VAPE & CANDY SHOP,,Store,POINT (-73.905290428 40.879323567),10463
AFAA AFRICAN SUPERMARKET,1000.0,Store,POINT (-73.8671842 40.864544344),10467
5 STAR AK DELI GROCERY,500.0,Store,POINT (-74.076820795 40.637263758),10301
AAMAR DELI & GROCERY,1500.0,Store,POINT (-73.96875451 40.590838744),11223
MRBS,2000.0,Store,POINT (-73.953679909 40.729143541),11222
SAGARA FOOD CITY,800.0,Store,POINT (-74.07973183 40.637680549),10301
SUSHILUX@FAIRWAY MKT,100.0,Store,POINT (-73.952578192 40.778048886),10028
SUSHILUX@FAIRWAY MKT,,Store,POINT (-73.977123841 40.742548048),10016
SUSHILUX@FAIRWAY MKT,,Store,POINT (-73.981671275 40.780825518),10023
SUSHILUX@FAIRWAY MKT,,Store,POINT (-73.991583797 40.744266338),10010
PEI SUSHI,50.0,Store,POINT (-73.949383597 40.585485725),11235
SAM'S DELI,1800.0,Store,POINT (-74.00333598 40.735844747),10014
BHATTI BROTHERS,1500.0,Store,POINT (-74.02329195 40.63570288),11220
LIVONIA DISCOUNT&GROCERY,1000.0,Store,POINT (-73.883579287 40.666462202),11207
CONTE PARK DELI GROCERY,1000.0,Store,POINT (-73.892632329 40.858095014),10458
MANGO RICO,2000.0,Store,POINT (-73.884931036 40.749573089),11372
L&N GOURMET DELI,1000.0,Store,POINT (-73.896683303 40.894186944),10471
HOT BAGELS,2300.0,Store,POINT (-73.991209797 40.636106259),11219
HUDSON CANDY AND GROCERY,900.0,Store,POINT (-73.943606035 40.836685496),10032
INTER-BORO CONVENIENT STOP,,Store,POINT (-73.932635129 40.848723711),10033
TREASURE GROUP,,Store,POINT (-73.845019012 40.695067835),11418
WICKHAM DELI AND GROCERY,900.0,Store,POINT (-73.850449898 40.898522316),10466
NUT HOUSE 2,1600.0,Store,POINT (-73.956299002 40.609783605),11229
GREEN POINT ORGANIC MARKET,1500.0,Store,POINT (-73.950612971 40.723720743),11222
JUNCTION GROCERY & DISCOUNT STORE,800.0,Store,POINT (-73.867711422 40.74176258),11373
NNEJI,,Store,POINT (-73.925975959 40.758933328),11106
CORNER AVE S CONVENIENCE,1000.0,Store,POINT (-73.961367707 40.603162069),11223
BASAK BAKERY,2400.0,Store,POINT (-73.950116008 40.599658266),11229
KINGS KOLACHE,500.0,Store,POINT (-73.920624617 40.707765287),11237
LIZZY ENTERPRISES,1500.0,Store,POINT (-73.77004198 40.683852019),11434
MWA 99 CENT & PLUS DISCOUNT,1500.0,Store,POINT (-74.026459555 40.634306288),11209
MORNINGSIDE MEAT MARKET,,Store,POINT (-73.942413625 40.790349287),10029
A&R GROCERY DELI,1200.0,Store,POINT (-73.919308909 40.836854433),10452
9TH GROCERY,500.0,Store,POINT (-73.998027079 40.750914926),10001
BP FOOD MART,2500.0,Store,POINT (-74.229374786 40.507617342),10309
102 DELI & GROCERY,,Store,POINT (-73.845090509 40.695066285),11418
HABIBI GOURMET DELI,800.0,Store,POINT (-73.892735342 40.677979859),11207
M & N PORK STORE,1800.0,Store,POINT (-73.945258611 40.600199485),11229
FAMILY FRUIT FARM,1000.0,Store,POINT (-73.863345875 40.728826411),11374
FOOD YOU DESIRE,1500.0,Store,POINT (-74.027908954 40.619314541),11209
SUGAR HILL FISH PLACE,,Store,POINT (-73.94424725 40.823656372),10039
930-CLARIBEL DELI,1000.0,Store,POINT (-73.896803667 40.910084984),10471
WORLD FRUIT FARM,1000.0,Store,POINT (-73.864179288 40.727541927),11374
ARCHER CONVENIENCE STORE,,Store,POINT (-73.863768994 40.837949948),10462
SARATOGA MARKET,,Store,POINT (-73.916778496 40.671822513),11233
LEES FAMILY FARM,,Store,POINT (-73.926786405 40.762778107),11106
KEVIN SON DELI,1500.0,Store,POINT (-73.796319651 40.689310432),11435
MZ DELI GROCERY,2000.0,Store,POINT (-73.805949955 40.69476022),11435
C T SEAFOOD MARTS,2500.0,Store,POINT (-73.994112198 40.718132989),10002
FARM COUNTRY,25000.0,Store,POINT (-73.881372164 40.662865024),11207
1278 MORRISON DELI GROCERY,1800.0,Store,POINT (-73.874953889 40.831518178),10472
INTERVALE DELI FOOD,,Store,POINT (-73.896667377 40.823388109),10459
HUDSON MARKET PLACE,2000.0,Store,POINT (-73.988743338 40.764090461),10019
JAZLYN GROCERY,1000.0,Store,POINT (-73.912540858 40.704036807),11385
LA ANTILLANA MEAT MARKET,2500.0,Store,POINT (-73.904143867 40.849045995),10457
O DELI & GRILL,800.0,Store,POINT (-73.981058558 40.610673512),11204
LSW SEAFOOD,200.0,Store,POINT (-73.878878045 40.873533013),10467
BP,700.0,Store,POINT (-73.885989671 40.878278218),10468
164 ST DELI GROCERY,1600.0,Store,POINT (-73.938746878 40.837051324),10032
APPLE GOURMET DELI,1500.0,Store,POINT (-73.933830556 40.751369624),11101
SAN DIEGO DELI AND GROCERY,,Store,POINT (-73.937448856 40.634785146),11210
134 FRESH MARKET,,Store,POINT (-73.812031277 40.69142812),11419
NY SUPERMARKET DELI,,Store,POINT (-73.844515762 40.895708469),10466
GOLD STAR DELI & FOOD,500.0,Store,POINT (-73.92529736 40.66999224),11213
VISIONARY FOOD,1500.0,Store,POINT (-73.860793251 40.828228533),10472
HAMIDO SEAFOOD,2500.0,Store,POINT (-73.9094533 40.775089446),11105
DELI FOR ME,550.0,Store,POINT (-73.773736625 40.714928545),11432
YOUNGS W/IND FRUIT MKT,2500.0,Store,POINT (-73.775700086 40.673115338),11434
A&B DELI,450.0,Store,POINT (-73.902448459 40.851391922),10457
LENOX FIVE STAR DELI GROCERY,1800.0,Store,POINT (-73.936837397 40.820071935),10037
LA ROMANA DELI-GROCERY,,Store,POINT (-73.904661952 40.871835007),10463
K&S DELI GRILL,,Store,POINT (-73.915009244 40.656161639),11212
SAGAL FISH MARKET,750.0,Store,POINT (-73.882526603 40.881369925),10467
FAIRWAY MARKET OF CHELSEA,20000.0,Store,POINT (-73.99167788 40.744322351),10010
FAIRWAY MARKET OF KIPS BAY,,Store,POINT (-73.977123841 40.742548048),10016
FAIRWAY MARKET OF 86TH ST,40000.0,Store,POINT (-73.952578192 40.778048886),10028
FAIRWAY MARKET OF 74TH ST,25000.0,Store,POINT (-73.981671275 40.780825518),10023
NEW LIFE,600.0,Store,POINT (-73.936547886 40.850293767),10033
VALERIO DELI GOURMET,,Store,POINT (-73.811600699 40.789229968),11357
TOP TOMATO,8000.0,Store,POINT (-74.15145192 40.549581591),10308
STOP & GO DELI CONVENIENCE,1250.0,Store,POINT (-73.825648014 40.758965682),11355
DUMPLING FACTORY,,Store,POINT (-73.936484183 40.742977285),11101
NY RIVERSIDE GOURMET DELI,1000.0,Store,POINT (-73.991708017 40.770232384),10019
LOS 2 HERMANITOS II DELI GROCERY,,Store,POINT (-73.899067284 40.82399278),10459
1584 DELI FOOD,1000.0,Store,POINT (-73.920475251 40.846674461),10453
A&M FAMILY STORE,1200.0,Store,POINT (-74.006075186 40.67772727),11231
LIFE SAVERS DELI,2000.0,Store,POINT (-73.921690795 40.810439662),10454
7-ELEVEN STORE #32153E,,Store,POINT (-73.727757693 40.776882189),11362
AAA PLUS DELI & GRILL,2000.0,Store,POINT (-73.866080136 40.755583165),11368
TWO K AND M,,Store,POINT (-73.967157758 40.753700296),10017
KRAZY BAHLOUL,,Store,POINT (-73.901326961 40.668368456),11207
AZURE GOURMET,,Store,POINT (-73.957805985 40.730248443),11222
FAST STOP DELI & MINI MART,,Store,POINT (-73.94417701 40.62977063),11210
SUNSET MINI MEAT MARKET,1000.0,Store,POINT (-74.005606889 40.64984378),11220
RAMALES GRILL DELI,1000.0,Store,POINT (-73.917288032 40.82738217),10456
GO DELI EXPRESS GOURMET,1500.0,Store,POINT (-73.910866405 40.637276415),11236
KISSENA SMOKE SHOP,,Store,POINT (-73.815281444 40.730028209),11367
FAMILY DOLLAR #33004,,Store,POINT (-73.900844666 40.819271715),10459
FAMILY DOLLAR #33002,6000.0,Store,POINT (-73.875373571 40.657243324),11239
WALGREENS #21315,,Store,POINT (-73.986682647 40.740047642),10010
WALGREENS #17265,,Store,POINT (-73.809366503 40.788232857),11357
944 HEGEMAN DELI GROCERY,1500.0,Store,POINT (-73.877834163 40.665759798),11208
YZ CHICKEN & DELI,850.0,Store,POINT (-73.92206446 40.675897962),11233
HOWARD MARKETPLACE,4600.0,Store,POINT (-73.921257283 40.688485192),11221
SHADIN BANGLA GROCERY,1000.0,Store,POINT (-73.974228815 40.638542376),11218
HB DELI GROCERY,1800.0,Store,POINT (-73.944905817 40.834489689),10032
PHILIPPINE FAMOUS FOOD MART,1200.0,Store,POINT (-73.791450185 40.711119599),11432
7 DAYS FOOD MART,2000.0,Store,POINT (-74.134542772 40.636585914),10302
CAFFE VITA,6000.0,Store,POINT (-73.925213709 40.708796596),11237
BEACH CHANNEL DELI & GROCERY,1000.0,Store,POINT (-73.755551751 40.605275482),11691
MARINO'S SUPERMARKET,,Store,POINT (-73.792018729 40.753114149),11358
SHOPLAND MINIMART,1300.0,Store,POINT (-73.911238645 40.852025049),10453
367 FAMOUS DELI,1800.0,Store,POINT (-73.947625409 40.688181725),11216
MERCADO GROCERY 1,,Store,POINT (-73.827011415 40.700826957),11418
PEACE AND LOVE DELI MARKET,,Store,POINT (-73.898533775 40.817508875),10459
7-ELEVEN STORE #38310H,2000.0,Store,POINT (-74.013815538 40.707791816),10006
BARRY GROCERY,,Store,POINT (-73.851130341 40.831441149),10462
CHRISTINE DELI GROCERY,,Store,POINT (-73.875901966 40.826272029),10472
MINI MART,,Store,POINT (-73.831446447 40.714939232),11375
MINI MARKET FAMILIAR,800.0,Store,POINT (-73.930916504 40.627744138),11234
90-47 DELI GROCERY,,Store,POINT (-73.805519461 40.702185161),11435
EL CAMPITO FRUITS & DELI,1000.0,Store,POINT (-73.871514459 40.680998224),11208
BAKU,700.0,Store,POINT (-73.967239314 40.634606527),11230
BESA MEAT AND GROCERY,720.0,Store,POINT (-73.832707505 40.843427228),10461
JEFFERY DELI GROCERY,1500.0,Store,POINT (-73.899427538 40.854224922),10457
SOCO PETRO AMB #2,900.0,Store,POINT (-73.826393501 40.884965132),10475
MEATS SUPREME,2400.0,Store,POINT (-74.208165553 40.542614344),10309
PUNJABI JUNCTION OF 87TH,3500.0,Store,POINT (-73.949171367 40.777477031),10028
LILY BLOOM 86,9000.0,Store,POINT (-74.009996575 40.61151539),11228
TONG XIN FOOD MARKET,,Store,POINT (-73.992675624 40.716360174),10002
QUEZADA'S JUICE BAR,,Store,POINT (-73.94781375 40.825498505),10031
OLMECA DELI GROCERY,700.0,Store,POINT (-73.875974721 40.682691704),11208
MORTON WILLIAMS SUPERMARKET,10000.0,Store,POINT (-73.990365823 40.77222535),10023
MILL BASIN CONVENIENCE,800.0,Store,POINT (-73.913067828 40.611773511),11234
KN MARKET,,Store,POINT (-73.917124082 40.878863191),10463
DREAM GOURMET DELI,,Store,POINT (-73.924032676 40.827464641),10451
1414 CASTLETON,1100.0,Store,POINT (-74.129638772 40.633653002),10302
80TH ST DELI & GROCERY,2000.0,Store,POINT (-73.862370641 40.692225783),11421
PAMELA GREEN DELI,1000.0,Store,POINT (-73.902789938 40.822793958),10456
Y & O FOOD,1800.0,Store,POINT (-73.932326508 40.644115084),11203
AMMAR DELI AND GROCERY,1500.0,Store,POINT (-73.938811921 40.593862767),11235
LIAM DELI GROCERY NY,1500.0,Store,POINT (-73.940253776 40.692550708),11221
SEDGWICK SNACKS AND GROCERY,800.0,Store,POINT (-73.893213865 40.882592383),10463
MARKET FRESH SUPERMARKET,5000.0,Store,POINT (-73.899966662 40.731728436),11378
7-ELEVEN STORE #35764B,1200.0,Store,POINT (-73.90397581 40.712993206),11385
KEY FOOD,,Store,POINT (-73.810452421 40.702081425),11435
MON WIN FOOD MARKET,,Store,POINT (-73.996124274 40.719675888),10013
SILVER MOON DELI,1800.0,Store,POINT (-73.943149053 40.8359758),10032
FRESH DELI AND GROCERY,800.0,Store,POINT (-73.900407801 40.711959927),11385
BARAKAT HALA MARKET,1750.0,Store,POINT (-73.820414522 40.724484586),11367
H&M DELI GROCERY 1,800.0,Store,POINT (-73.909791342 40.69142242),11207
ALIANS DELI GROCERY,1200.0,Store,POINT (-73.919794138 40.807053121),10454
L & E GROCERY,800.0,Store,POINT (-73.938587454 40.676388429),11213
RONG CHENG,1500.0,Store,POINT (-74.008948921 40.636288314),11220
GOLDEN STAR SUSHI @ SUPER FRESH MARKET,500.0,Store,POINT (-74.027189787 40.635991344),11220
MAA SUPERMARKET NYC,1200.0,Store,POINT (-73.980245513 40.642330577),11218
KIPS BAY DELI GROCERY,,Store,POINT (-73.977789867 40.742486273),10016
NEW CASTLE DELI AND GRILL,,Store,POINT (-73.924526309 40.743552409),11104
SEVEN BROTHERS AFRICAN & CARRIBEAN MARKE,900.0,Store,POINT (-73.900653307 40.854293988),10457
FUSION PHARMACY,,Store,POINT (-73.991898286 40.61723298),11204
MET FOOD MARKET,8000.0,Store,POINT (-73.908377399 40.815591766),10455
18 LUCKY MARKET,4000.0,Store,POINT (-73.992153767 40.617385321),11204
C TOWN SUPERMARKET,15000.0,Store,POINT (-73.904645105 40.849145027),10457
CITY LINE FRUIT STORE,1200.0,Store,POINT (-73.849807006 40.903815655),10470
BLOSSOM,,Store,POINT (-73.992675708 40.603858521),11214
FOOD EMPORIUM,,Store,POINT (-73.926763103 40.762493583),11106
ASSOCIATED SUPERMARKET,,Store,POINT (-73.960472436 40.657470306),11225
TASTY BOWL SUSHI,300.0,Store,POINT (-74.193782124 40.552917295),10312
BROADWAY BIG APPLE DELI,,Store,POINT (-73.931113563 40.694492585),11221
KEW GARDENS GOURMET DELI,,Store,POINT (-73.827927976 40.712761446),11415
M DELI GRILL SMOKESHOP,1200.0,Store,POINT (-73.958310408 40.618089191),11230
2020 HALAL FAST FOOD,,Store,POINT (-73.855979859 40.892794542),10466
514 MY DELI & GROCERY,1800.0,Store,POINT (-74.006145929 40.733570359),10014
A & H DELI & GRILL,2200.0,Store,POINT (-73.995736443 40.645144717),11232
1840 ON THE 6 DELI & GROCERY,1000.0,Store,POINT (-73.864376682 40.8320972),10472
SF SUPERMARKET,13030.0,Store,POINT (-73.881881951 40.741556888),11373
LITTLE RANCHO MINI MARKET,1500.0,Store,POINT (-73.790248052 40.707195988),11432
UNION MARKET SUSHI,,Store,POINT (-73.995121212 40.684319092),11231
BP TO GO,,Store,POINT (-73.724872309 40.73408199),11426
NUTS FACTORY,,Store,POINT (-73.965803578 40.762999347),10065
LIGHTHOUSE GROCERYS MARKET,1500.0,Store,POINT (-74.085750121 40.614535893),10304
N AND P GOURMET DELI,950.0,Store,POINT (-73.902587348 40.820699237),10459
