store_name,square_footage,operation_type,georeference,Zip_Code_Clean
MADINA DELI SHOP,900.0,Store,POINT (-73.983672286 40.729143834),10009
SONNY LOTTO SPOT,1500.0,Store,POINT (-73.877517662 40.712814671),11379
PRESIDENT DELI & GRILL,1000.0,Store,POINT (-73.950802402 40.668209158),11225
CHEFSTABLE,1200.0,Store,POINT (-74.131818234 40.592507371),10314
BROOKLYN KURA,3000.0,Store,POINT (-74.006398895 40.657227524),11232
SUNRISE MARKET,1500.0,Store,POINT (-73.852127955 40.710776234),11375
SALAAM PHARMACY,3000.0,Store,POINT (-73.874179653 40.674893139),11208
ROYAL PHARMACY,1800.0,Store,POINT (-73.917057027 40.868976484),10034
HUMDARD PHARMACY & FOOD MART,,Store,POINT (-73.967162536 40.63434145),11230
OCEANSIDE PHARMACY,2000.0,Store,POINT (-73.998768262 40.574958683),11224
SUTTER CONVENIENCE,250.0,Store,POINT (-73.903105014 40.668097511),11212
GAH,700.0,Store,POINT (-73.920453517 40.71366376),11385
DAY & NIGHT DELI GROCERY,800.0,Store,POINT (-73.940931202 40.712801721),11211
G DELI MARKET,1000.0,Store,POINT (-73.894570393 40.847607996),10457
J & M BROTHERS,2500.0,Store,POINT (-73.88394851 40.747059104),11373
BUGA DELI GROCERY,1100.0,Store,POINT (-73.925029139 40.672825994),11213
ARMSTRONG 24 DELI&GROCERY,1000.0,Store,POINT (-74.159293023 40.546800308),10312
VELAZQUEZ GARCIA,500.0,Store,POINT (-74.14219151 40.62823209),10302
CONVENIENT DELI GROCERY,600.0,Store,POINT (-73.881902738 40.84299577),10460
GOOD NEIGHBOR SUNNYSIDE SUPERMARKET,5000.0,Store,POINT (-73.9191836 40.7413289),11377
CAMPUS DELI AND GRILL,,Store,POINT (-73.950473328 40.821626275),10031
MAYIMBE GROCERY,1200.0,Store,POINT (-73.982886483 40.719832462),10002
DOLLAR TREE #07335,10000.0,Store,POINT (-74.191553543 40.600795858),10314
LA PARADA LATINA FOOD,1500.0,Store,POINT (-73.901259151 40.837848066),10457
STRAWBERRY 2,,Store,POINT (-74.006143079 40.744680614),10011
DOLLAR TREE #07326,8000.0,Store,POINT (-73.768959192 40.663801073),11434
BIG BAZZAR,7000.0,Store,POINT (-73.967743737 40.576171084),11235
WILSON FOOD MARKET,1600.0,Store,POINT (-73.906348475 40.689816741),11207
SAS DELI AND GROCERY,1200.0,Store,POINT (-73.946490164 40.650844411),11203
ORGANIC MARKET,,Store,POINT (-73.974076851 40.681365561),11217
7 ELEVEN STORE # 39392B,3000.0,Store,POINT (-73.980546842 40.742077194),10016
MOCHA DELI GROCERY,,Store,POINT (-73.938815358 40.810633996),10037
KEY FOOD,12000.0,Store,POINT (-73.742131988 40.731039108),11427
EL CHATO DELI GROCERY,800.0,Store,POINT (-73.857026926 40.831776886),10472
PRESTIGE GOURMET DELI,1500.0,Store,POINT (-73.938530373 40.684737936),11221
BRIGHTON FINEST GOURMET,2500.0,Store,POINT (-73.964388461 40.577161489),11235
LINDEN 2 GUYS DELI,1200.0,Store,POINT (-73.746473898 40.696278853),11412
HAPPY 88 GROCERY STORE,1500.0,Store,POINT (-73.874647279 40.741945263),11373
MODERN FRUIT & VEGETABLE,1500.0,Store,POINT (-73.820557098 40.824622512),10465
243 VALENTINE DISCOUNT,,Store,POINT (-73.889316113 40.869310671),10458
MIRACLE STAR,1000.0,Store,POINT (-74.000537346 40.643975148),11220
G 200 GROCERY,1000.0,Store,POINT (-73.975838979 40.681538438),11217
TOP NEW TOWN 99 CENT,2000.0,Store,POINT (-73.821773061 40.756419385),11355
W AND L KINGS HIGHWAY MINI MARKET,2000.0,Store,POINT (-73.982750277 40.605330845),11223
VALENTINE MINI MART 99C,1000.0,Store,POINT (-73.899210866 40.853931136),10457
KING 99 CENTS PLUS,,Store,POINT (-73.89052537 40.86254417),10458
YUMMY DELI GROCERY,1000.0,Store,POINT (-73.86507875 40.871561882),10467
ATLANTIC HALAL MEAT,1400.0,Store,POINT (-73.993652283 40.682241973),11231
SAXELBY CHEESEMONGERS,400.0,Store,POINT (-74.004665517 40.742230541),10011
VILLAGE BARN/MET FOODS,8500.0,Store,POINT (-73.879265708 40.725773513),11379
7 & 7 GOURMET DELI,,Store,POINT (-73.981674795 40.576760038),11224
CHOI VEGETABLE & GROCERY,1200.0,Store,POINT (-73.801674263 40.762585448),11358
BILLYS MARKETPLACE,10000.0,Store,POINT (-73.905070989 40.699340175),11385
MAA SUPERMARKET,1200.0,Store,POINT (-73.802293853 40.707154959),11432
DWIP BANGLA GROCERY,1200.0,Store,POINT (-73.978444577 40.642713001),11218
FARMER IN THE DELI,,Store,POINT (-73.971719525 40.693327627),11205
HALSEY TRADERS MARKET,7000.0,Store,POINT (-73.929204333 40.684369635),11221
JOON'S SEASIDE FISH,,Store,POINT (-73.754536367 40.605144766),11691
SCHREIBERS BAKERY,2500.0,Store,POINT (-73.970606073 40.616729856),11230
ROCKY DELI & GRILL,1500.0,Store,POINT (-73.976420096 40.687251166),11217
EL PAISANO NO. 3 FISH MARKET,1500.0,Store,POINT (-73.876412927 40.826202794),10472
HICIANO BROTHERS GROCERY,1000.0,Store,POINT (-73.829774469 40.844117043),10461
ESTEVEZ DELI CORP,1200.0,Store,POINT (-73.907547339 40.69253977),11207
ULLIS OIL MILL LLC,,Store,POINT (-73.926043349 40.75318439),11101
SUPERIOR GOURMET MARKETPLACE,800.0,Store,POINT (-73.996457119 40.758597884),10018
LOS CATRACHOS DELI,800.0,Store,POINT (-73.88344987 40.667822585),11207
JASMINE MINI MART,1500.0,Store,POINT (-73.737465867 40.675281431),11413
RAJA FOODS & VEGETABLES,10000.0,Store,POINT (-73.921930182 40.720382273),11378
ISAAC NATURAL FOOD,3000.0,Store,POINT (-73.948196636 40.63968902),11226
TWIN FILIPINO STORE,8000.0,Store,POINT (-73.925508668 40.768983942),11102
80TH STREET DELI,1500.0,Store,POINT (-74.024454688 40.625474989),11209
JUAN FISH MARKET,800.0,Store,POINT (-73.948423869 40.650746469),11226
ONE STOP AFRICAN CARIBBEAN MARKET,1000.0,Store,POINT (-74.118016341 40.634402093),10310
FU LONG SEAFOOD WHOLESALE,1200.0,Store,POINT (-73.994307077 40.712836171),10002
EB GREEN,2200.0,Store,POINT (-73.776256393 40.714320145),11432
ROHS FISH MARKET,,Store,POINT (-73.959686632 40.653889305),11226
HAIM'S INTERNATIONAL,3500.0,Store,POINT (-73.821174174 40.724940142),11367
CHAP A NOSH OF BROOKLYN,4000.0,Store,POINT (-73.960363851 40.617614437),11230
VALENCIAS DELI GROCERY,1200.0,Store,POINT (-73.883732005 40.848819893),10460
D&A GROCERY,1600.0,Store,POINT (-74.138683013 40.631475509),10302
GENJI #10068,,Store,POINT (-73.946262763 40.807938879),10027
DANCING ELEPHANT,,Store,POINT (-73.943783061 40.798520889),10029
JAMAICA RYTHMS FISH MARKET,,Store,POINT (-73.855114846 40.885660705),10466
DOLLAR TREE #04928,2000.0,Store,POINT (-73.856146743 40.671596621),11414
AL NOUR FOOD,1500.0,Store,POINT (-73.913907275 40.763251935),11103
DOLLAR TREE #05624,,Store,POINT (-73.865308079 40.878674011),10467
EXPRESS DELI GROCERY,1000.0,Store,POINT (-73.947336485 40.633909405),11210
KEY FOOD FRESH,,Store,POINT (-73.86379942 40.727537694),11374
18 FUEL,800.0,Store,POINT (-73.995973316 40.613813582),11204
ARIZONA FRUTAS & VEGETABLES,1800.0,Store,POINT (-73.943899569 40.793675897),10029
MARTINEZS P DELI GROCERY,800.0,Store,POINT (-73.90710863 40.690256497),11207
SPARE MOMENT COFFEE,1800.0,Store,POINT (-73.952253058 40.735248793),11222
VELIX EATS DELI,1500.0,Store,POINT (-73.930103543 40.767309028),11106
YORK DELI,,Store,POINT (-73.950420857 40.771112442),10075
BEST FOOD EXPRESS DELI STR 6,1600.0,Store,POINT (-73.943557755 40.810866342),10027
SUN CONVENIENT STORE,,Store,POINT (-73.899916454 40.745834173),11377
HIGH VIBE,500.0,Store,POINT (-73.985834566 40.72372288),10009
AL FATTAH FOOD BAZAR,1000.0,Store,POINT (-73.782179129 40.712890569),11432
R & I GROCERY,800.0,Store,POINT (-73.999191548 40.645282599),11232
KINGS FT HAMILTON C-ST,4000.0,Store,POINT (-73.979401204 40.647823992),11218
MURPHYS CARD & CANDY,,Store,POINT (-73.909195053 40.763514457),11103
PERFECT DELI,1800.0,Store,POINT (-73.947586265 40.790167358),10029
A&C SEAFOOD & MEAT MARKET,7000.0,Store,POINT (-73.958707542 40.598714296),11229
LINCOLN MARKET,8000.0,Store,POINT (-73.955568436 40.737172021),11222
BEST BEACH GROCERY,1300.0,Store,POINT (-73.867264583 40.836841148),10460
CPW PHARMACY,1000.0,Store,POINT (-73.807087044 40.675023101),11420
CRAFT & CARRY,50.0,Store,POINT (-73.983392652 40.690975411),11201
CITY ACRES MARKET,14000.0,Store,POINT (-74.007809737 40.706332485),10005
A&S BAKE CITY BAGELS,4000.0,Store,POINT (-73.969749945 40.590731497),11223
J CHINA MARKET,,Store,POINT (-73.895709242 40.738039716),11377
MARS DELI,,Store,POINT (-73.920899627 40.739359237),11377
L&D PLACE DELI & GROCERY,,Store,POINT (-73.9531951 40.655972711),11226
B&B GOURMET MARKET,1000.0,Store,POINT (-73.96722607 40.763783893),10065
AC MEAT MARKET & PRODUCE,1000.0,Store,POINT (-73.866702157 40.837467947),10460
SHANG SHANG DUMPLING,2600.0,Store,POINT (-73.992547967 40.715549225),10002
L&M EUROPEAN GROCERY,950.0,Store,POINT (-73.858516139 40.863176627),10469
4TH AVENUE GOURMET DELI,800.0,Store,POINT (-74.018559779 40.640434884),11220
DECAYAGUA DELI GROCERY,1200.0,Store,POINT (-73.883787242 40.680851122),11208
WHOLE FOODS MARKET,40000.0,Store,POINT (-73.946262763 40.807938879),10027
DELICATESSEN,1000.0,Store,POINT (-74.077464693 40.636031032),10301
MANHATTAN SEAFOOD,,Store,POINT (-73.954627902 40.820283872),10031
DISCOUNT CORP AND 99 CENT,,Store,POINT (-73.903851087 40.81238749),10455
CURTIS HILL NY,1200.0,Store,POINT (-74.082324772 40.644358998),10301
PARKCHESTER FISHERY,1000.0,Store,POINT (-73.860553528 40.83258268),10472
139 GOURMET DELI,,Store,POINT (-73.924557825 40.810569413),10454
DOLLAR TREE #05848,10000.0,Store,POINT (-73.884932713 40.65985567),11207
A & Y GROCERY,1200.0,Store,POINT (-73.878421399 40.873049586),10467
SUNSHINE FISH MARKET,1000.0,Store,POINT (-73.914230314 40.844246853),10452
S&N BEST DEALS,1000.0,Store,POINT (-73.910705724 40.677144602),11233
GREEN STAR DELI GROCERY,600.0,Store,POINT (-73.873989719 40.829844312),10472
171 WEST CORP,1800.0,Store,POINT (-73.914865914 40.854135696),10453
COMMUNITY GREEN MARKET,3000.0,Store,POINT (-73.855954881 40.842025355),10462
CANARSIE GROCERY,1500.0,Store,POINT (-73.905853105 40.639899993),11236
FUXING MINI MARKET,800.0,Store,POINT (-73.829180651 40.757145509),11355
SAINT JOHNS NATURAL FOOD,3000.0,Store,POINT (-73.967074861 40.674603503),11238
TWO RIVERS DELI-GROCERY,,Store,POINT (-73.942409602 40.832666206),10032
3901 FOODMART,1500.0,Store,POINT (-73.990464897 40.642999788),11218
SHOP FAIR,7000.0,Store,POINT (-73.9361707 40.672791503),11213
LOS VECINOS MINI MARKET,,Store,POINT (-73.950771556 40.825546491),10031
LINDO DESPERTAR GROCERY 06/01/17,1000.0,Store,POINT (-73.935164033 40.845137095),10033
OPTIMO CONVENIENCE STORE,1800.0,Store,POINT (-73.987154548 40.639611739),11218
WATANY MEAT AND FRUITS,3000.0,Store,POINT (-73.913329846 40.766180698),11103
VIVI DELI GROCERY,1200.0,Store,POINT (-73.882639424 40.844946616),10460
37 DELI GROCERY 06/01/17,1800.0,Store,POINT (-73.905284476 40.858954494),10453
NYRTURE FOOD,900.0,Store,POINT (-73.934408908 40.714325258),11211
LUCKY LUNA,1500.0,Store,POINT (-74.011920054 40.643225177),11220
KEY FOOD FRESH MARKET,8000.0,Store,POINT (-73.943964672 40.81992862),10030
90 SULLIVAN DELI MARKET,2000.0,Store,POINT (-73.958154337 40.664121262),11225
UMK BROOKLYN GROCERY,1200.0,Store,POINT (-74.003814167 40.655195625),11232
282 DELI & GROCERY,1200.0,Store,POINT (-73.877972632 40.683997437),11208
GUN HILL BREWING CO,,Store,POINT (-73.855769808 40.872129128),10469
GOURMET DELI & GROCERY,1000.0,Store,POINT (-73.958399507 40.681576995),11238
HEIGHTS MARKET,1000.0,Store,POINT (-73.931266197 40.852404917),10033
LA FINQUITA FRUIT MARKE,900.0,Store,POINT (-73.91887129 40.817749268),10451
JMART,30000.0,Store,POINT (-74.001380314 40.610213303),11214
FORDHAM GOURMET DELI 05/19/17,600.0,Store,POINT (-73.901631392 40.8629535),10468
UTICA DELI GOURMET 1,800.0,Store,POINT (-73.931197884 40.669596782),11213
FOSTER ISLAND CORPORATION,1000.0,Store,POINT (-73.905515649 40.648294846),11236
1271 D & G,1000.0,Store,POINT (-73.91978936 40.645208755),11236
TRADER JOES #539,16000.0,Store,POINT (-74.004875484 40.725697866),10013
KING 3RD DELI,,Store,POINT (-73.908792303 40.82430203),10456
LIBERTY SUPERMARKET & HALAL MEAT,,Store,POINT (-73.869610594 40.67843508),11208
LUNA GROCERY,1500.0,Store,POINT (-73.918453704 40.866543511),10034
MARY'S GROCERY AND TAQUERIA,,Store,POINT (-73.929581267 40.772228786),11102
SPROUT MARKET,3000.0,Store,POINT (-73.934263901 40.69623577),11221
NEW FISH TREE,1800.0,Store,POINT (-73.939225655 40.82115222),10030
165 DELI GROCERY,1200.0,Store,POINT (-73.93809661 40.837951624),10032
EL POPO MINI MARKET,3500.0,Store,POINT (-73.877741459 40.74815793),11372
SHOP FAIR SUPERMARKET,4000.0,Store,POINT (-73.895388718 40.669209957),11207
LUCKY GROCERY,1000.0,Store,POINT (-73.998839256 40.645613056),11232
ISAAC APPLE FARM,7000.0,Store,POINT (-73.976736345 40.644083736),11218
2665 MINI MARKET JR,1500.0,Store,POINT (-73.873825098 40.675262655),11208
GW SUPERMARKET,21000.0,Store,POINT (-73.827669729 40.755745815),11355
LUPITAS MEXICAN GROCERY II,,Store,POINT (-73.858995919 40.893757958),10466
KATAGIRI & CO,3500.0,Store,POINT (-73.976852351 40.750591616),10017
MANGO NOSTRAND FARM MARKET,5000.0,Store,POINT (-73.948170735 40.639447621),11226
CVS/PHARMACY #11060,,Store,POINT (-73.959035777 40.743519552),11101
KOSHERTOWN,800.0,Store,POINT (-73.939738301 40.665069541),11213
TEX-MEX DELI GROCERY,700.0,Store,POINT (-73.847577336 40.836273441),10462
WHITE ICEBERG,3500.0,Store,POINT (-73.78930249 40.704120249),11433
EL CHURCHI DELI & GROCERY 02/16/17,1000.0,Store,POINT (-73.890887552 40.871612635),10468
ACE SUSHI@FOOD BAZAAR 75,100.0,Store,POINT (-74.016918602 40.674102852),11231
PEGHES DELI & GROCERY,1400.0,Store,POINT (-73.827772659 40.852805614),10461
REGINA MEAT&DELI GROCERY,1200.0,Store,POINT (-73.86626261 40.832069749),10472
FRANCOS DELI,1500.0,Store,POINT (-73.859189457 40.745274388),11368
LA BODEGUITA DE ROSA,,Store,POINT (-73.909195053 40.844737529),10457
A.L. BROADWAY GROCERY,,Store,POINT (-73.944844461 40.83366734),10032
SHAN FU STORE,1200.0,Store,POINT (-73.99035434 40.71473287),10002
NEW JACKSON ENTERPRISE,2500.0,Store,POINT (-73.923408582 40.753781684),11101
COVERT FOOD,1500.0,Store,POINT (-73.906573529 40.691966783),11207
NATY FOOD,2200.0,Store,POINT (-73.930778119 40.858917321),10040
ZIL ZAL,,Store,POINT (-73.858359397 40.839335644),10462
MORGAN GOURMET DELI,1500.0,Store,POINT (-73.844968469 40.86962407),10469
FARM IN THE MYRTLE,,Store,POINT (-73.962843089 40.693933093),11205
DOLLAR TREE #05616,8000.0,Store,POINT (-73.739894858 40.704270578),11429
DOLLAR TREE #05849,,Store,POINT (-73.91019317 40.673316755),11233
DOLLAR TREE #06068,9000.0,Store,POINT (-73.929130907 40.641872296),11203
LE FRENCH TART DELI,2000.0,Store,POINT (-73.989813707 40.664755814),11215
PALMEREJO MINIMARKET,1000.0,Store,POINT (-73.93123619 40.692307675),11221
3867 INC,1800.0,Store,POINT (-73.919071887 40.864228807),10034
AYLIN GROCERY STORE,800.0,Store,POINT (-73.909838364 40.834132284),10456
PARK'S SEAFOOD & FISH,3000.0,Store,POINT (-73.817755195 40.776809245),11357
YUMMY FOODS DELI,2000.0,Store,POINT (-73.948561667 40.814077659),10027
C HEIGHTS FOOD,4000.0,Store,POINT (-73.933864671 40.667673219),11213
ALI & SON CANDY & GROCERY,700.0,Store,POINT (-73.885539311 40.849610391),10457
KING DAVID BAKERY,1700.0,Store,POINT (-73.825131102 40.733996369),11367
YAN FOOD & GROCERY,,Store,POINT (-73.86389774 40.887967614),10466
PARK EAST KOSHER BUTCHERS,,Store,POINT (-73.947782905 40.779387267),10128
CANDY GROCERY LOTTO,1000.0,Store,POINT (-73.998057392 40.605000598),11214
726 DELI GROCERY,,Store,POINT (-73.907722856 40.815855838),10455
KING EXPRESS DELI,1000.0,Store,POINT (-73.953451418 40.599292815),11229
EAST SIDE GROCERY,2000.0,Store,POINT (-73.957122357 40.770202168),10021
CAREWAY PHARMACY,2000.0,Store,POINT (-73.956832427 40.641507851),11226
TRADER JOES #545,,Store,POINT (-73.969340322 40.790695208),10025
SIMPLY PINOY MART,,Store,POINT (-73.980558493 40.72989502),10009
1978 FIRST AVE NEWS,1500.0,Store,POINT (-73.941919261 40.786777842),10029
YAFA DELI & GROCERY,1500.0,Store,POINT (-73.967118531 40.683661616),11238
JUICE PRESS EQ23,,Store,POINT (-73.991409202 40.692511942),11201
JUICE PRESS #35,800.0,Store,POINT (-73.959918643 40.77381087),10075
CVS/PHARMACY #10826,20000.0,Store,POINT (-73.986608299 40.754509233),10018
NEUHAUS,,Store,POINT (-74.008736 40.7139107),10007
1454 MC DELI GROCERY,1400.0,Store,POINT (-73.912774545 40.839803815),10457
RANA DELI AND GROCERY,1500.0,Store,POINT (-74.007097526 40.648405403),11220
COLORADO DELI FOOD,,Store,POINT (-73.921044131 40.833906937),10452
LA TIENDA DELI GROCERY & BAKERY,1500.0,Store,POINT (-73.919589954 40.807555071),10454
195 JAMAICA DELI GROCERY,1000.0,Store,POINT (-73.764694647 40.713450732),11423
USA FAMILY MARKET,,Store,POINT (-73.924637369 40.658360045),11212
NASSAU GROCERY,1200.0,Store,POINT (-74.008798047 40.709261163),10038
ASIA SUPPLY,,Store,POINT (-73.91421355 40.717078923),11378
1 GOURMET DELI 65,,Store,POINT (-73.898587336 40.743231592),11377
FANTASTIC DELI GROCERY,1000.0,Store,POINT (-73.946239629 40.681161126),11216
MONGER'S PALATE,600.0,Store,POINT (-73.94600393 40.722998935),11222
HR KEW DELI & GROCERY,800.0,Store,POINT (-73.834588152 40.70706829),11415
PROSPECT MARKET,3500.0,Store,POINT (-73.981295765 40.659521399),11215
EDEN DELI AND GROCERY 04/15/2017,1000.0,Store,POINT (-74.010535364 40.647847839),11220
TRADER JOE'S #547,,Store,POINT (-73.983335585 40.690765027),11201
FIVE ELEVEN CONVENIENCE & DELI,1200.0,Store,POINT (-73.821112147 40.670451988),11420
A & G DELI GROCERY III,1200.0,Store,POINT (-73.895970686 40.820937454),10459
BIG SAL DELI,,Store,POINT (-73.924907266 40.841683625),10452
STEPHANIE DELI GROCERY,800.0,Store,POINT (-73.959621924 40.694073239),11205
BOUTIQUE BUTCHER,4000.0,Store,POINT (-73.972533324 40.597184557),11223
ELIM DELI & GROCERY,2500.0,Store,POINT (-73.721391723 40.725381491),11426
B LANDI DELI GROCERY,1500.0,Store,POINT (-74.002633828 40.65575277),11232
113TH GOURMET DELI,,Store,POINT (-73.83499568 40.698325755),11418
AROUND THE CLOCK DELI,1200.0,Store,POINT (-74.126735448 40.612673727),10314
BBC DELI GROCERY,1800.0,Store,POINT (-73.908218478 40.851374194),10453
BIEN CUIT GRAND CENTRAL,300.0,Store,POINT (-73.9774131 40.752368369),10017
BURKE CANDY & CONVENIENCE,900.0,Store,POINT (-73.866940119 40.871296428),10467
GOURMET DELI HOT & COLD FOOD,,Store,POINT (-73.938028633 40.855130586),10033
PLACENCIA DELI GROCERY,1200.0,Store,POINT (-73.876006992 40.670728255),11208
162 JAMAICA DELI,800.0,Store,POINT (-73.798097202 40.704749981),11432
228 MEAT & VEGETABLE,,Store,POINT (-73.848165159 40.88624572),10466
HEMPSTEAD SOUTH DELI,1600.0,Store,POINT (-73.736101377 40.713239005),11429
NEW DYRE DELI,,Store,POINT (-73.831518364 40.888110903),10466
ZIKOS CONVENIENCE,1000.0,Store,POINT (-73.911304527 40.694676903),11221
HAVA NAGILA R,,Store,POINT (-73.957302232 40.618196396),11230
FOREVER DEAL,3500.0,Store,POINT (-73.900448873 40.831435742),10456
MONG KOK SUPERMARKET,5000.0,Store,POINT (-74.002039551 40.607092721),11214
FAMILY DOLLAR #31640,,Store,POINT (-73.783492154 40.69639029),11433
7 SEAS GROCERY,800.0,Store,POINT (-73.939719179 40.707921023),11206
FAMILY DOLLAR #11821,4500.0,Store,POINT (-73.74739651 40.678495179),11413
KARZINKA,2000.0,Store,POINT (-73.982332272 40.612742417),11204
TASHKENT SUPERMARKET,6000.0,Store,POINT (-73.960116792 40.57806707),11235
SANTI'S DELI GROCERY,,Store,POINT (-73.922345337 40.835741777),10452
SAZON DELI GROCERY,1500.0,Store,POINT (-73.900656744 40.857779519),10453
A-2-Z CONVENIENCE_STORE,,Store,POINT (-73.871768598 40.751091051),11372
METRO MEAT MARKET,,Store,POINT (-73.849865763 40.710416064),11375
MANHATTAN FRUIT MARKET,,Store,POINT (-74.006449438 40.743038934),10011
TOLINS CONVENIENCE,1100.0,Store,POINT (-74.084311535 40.604520524),10304
SUPERSTAR 1 DELI AND & GROCERY,1600.0,Store,POINT (-73.867509334 40.866684621),10467
2408 M & E GROCERY,700.0,Store,POINT (-73.904504624 40.863051191),10468
PIEDRA PARTIDA DELI GROCERY,1000.0,Store,POINT (-73.893476135 40.865008366),10458
LOS CASTILLOS MINI MARKET 03/01/17,3000.0,Store,POINT (-73.920655965 40.847091251),10453
SANS BAKERY,2500.0,Store,POINT (-73.935367295 40.742861615),11101
DOOFOOD,1300.0,Store,POINT (-73.813232236 40.787749137),11357
ALHAMEDI DELI GROCERY,900.0,Store,POINT (-73.899205417 40.825970113),10459
FOOD CART,900.0,Store,POINT (-73.969099007 40.640979288),11218
178 GOURMET DELI,1100.0,Store,POINT (-73.905065457 40.85001377),10457
NUR GROCERY,900.0,Store,POINT (-73.976916808 40.723156054),10009
BORHAN FOOD MART,1800.0,Store,POINT (-73.915839472 40.686112568),11207
M & W DELI GROCERY,1000.0,Store,POINT (-73.943805189 40.632018699),11210
MOM & POP'S ORGANICS MARKET,1500.0,Store,POINT (-73.954273934 40.729922178),11222
FLYING TIGER COPENHAGEN,1.0,Store,POINT (-73.983392652 40.690975411),11201
RICKY DELI GROCERY,800.0,Store,POINT (-73.929132081 40.702787359),11237
VIKING WAFFLES,1300.0,Store,POINT (-73.978312981 40.725094872),10009
GREENE MARKET,1200.0,Store,POINT (-73.933463597 40.690769218),11221
ELLIOT DELI AND GROCERY,1000.0,Store,POINT (-73.916843826 40.839157309),10452
FAMOUS DELI OF QUEENS,1200.0,Store,POINT (-73.778863248 40.665825135),11434
FIFTH DELI & GROCERY,1000.0,Store,POINT (-73.950614731 40.706940131),11211
H&R CONVENIENCE,500.0,Store,POINT (-73.925451419 40.768957287),11102
ALWAJIH DELI,800.0,Store,POINT (-73.93016624 40.689198366),11221
HUDSON & CHARLES,1400.0,Store,POINT (-73.974439788 40.788172339),10024
UNITED GROCERY FRESH FOOD,1000.0,Store,POINT (-73.899699782 40.668605035),11207
15 ISLAND DELI GROCERY,2000.0,Store,POINT (-74.07944014 40.63828765),10301
99 CENT XPRESS,3000.0,Store,POINT (-73.99493966 40.575636402),11224
JB GAS & FOOD,1200.0,Store,POINT (-73.889733867 40.873314287),10468
786 FOOD MART,3000.0,Store,POINT (-73.960531444 40.650033336),11226
ITO EN,6000.0,Store,POINT (-74.007187297 40.657701395),11232
ASRA MINI MART AND DELI,700.0,Store,POINT (-73.836373917 40.843593358),10461
CHAVO DELI-GROCERY,1200.0,Store,POINT (-73.99431613 40.660308712),11215
D'AGOSTINO SUPERMARKET #550,15000.0,Store,POINT (-73.977892042 40.746617252),10016
STILES FARMERS MARKET,2500.0,Store,POINT (-73.994957178 40.754951672),10018
FRESH DIRECT,40000.0,Store,POINT (-73.920862243 40.801859023),10454
JC DELI & GRILL,650.0,Store,POINT (-73.948640374 40.710363635),11206
LEMON FARM,1500.0,Store,POINT (-73.888178688 40.749468566),11372
SEAFOOD KING FISH MARKET,,Store,POINT (-73.94220852 40.838177139),10032
WEST BRIGHTON FOOD CENTER,1000.0,Store,POINT (-74.117273453 40.637342632),10310
JOY'S DELI GROCERY II,1400.0,Store,POINT (-73.880901101 40.828606557),10472
KINGS 7 DELI & GROCERY,4000.0,Store,POINT (-73.980736609 40.605118741),11223
STEVE'S DELI & GRILL,1500.0,Store,POINT (-73.811396683 40.702395882),11435
SUAREZ DELI & GROCERY,,Store,POINT (-73.89555074 40.860926547),10458
MACOMBS 1 DELI GROCERY,,Store,POINT (-73.937514235 40.826976612),10039
110 SUTPHIN DELI GROCERY,1500.0,Store,POINT (-73.796709913 40.689716828),11435
SUNRISE GOURMET DELI,1200.0,Store,POINT (-74.122419472 40.575276131),10306
BKLYN LARDER,2000.0,Store,POINT (-73.975141185 40.680572298),11217
LISA MINI MARKET,1000.0,Store,POINT (-73.897781081 40.749534197),11377
YAO HUI MINI MARKET,1500.0,Store,POINT (-73.992462724 40.620720773),11204
ELIOT CONVENIENT & GROCERY,1300.0,Store,POINT (-73.886788131 40.721642995),11379
OGDEN COFFEE SHOP,,Store,POINT (-73.924682128 40.841954234),10452
RED APPLE DELI,1100.0,Store,POINT (-73.87893127 40.873167478),10467
BROOKDALE DELI AND GRILL,1500.0,Store,POINT (-73.86953985 40.667987457),11208
COLSON PATISSERIE,7000.0,Store,POINT (-74.00724949 40.656144331),11232
NEW TODO BEBE SHOP,800.0,Store,POINT (-73.919547291 40.739558097),11377
J D FOOD MARKET,2000.0,Store,POINT (-73.82157223 40.821276792),10465
GREEN BAZZAR & DISCOUNT,1800.0,Store,POINT (-73.980004617 40.642427723),11218
HONG JIN FISHMARKET,900.0,Store,POINT (-73.962210172 40.635939753),11226
BP TO GO,1200.0,Store,POINT (-74.076345542 40.636044904),10301
FAMILY DOLLAR # 31760,5000.0,Store,POINT (-74.075969613 40.628488115),10304
LONG ISLAND CITY FOOD,1000.0,Store,POINT (-73.935005113 40.758914552),11106
RK SWEETS AND SNACKS,,Store,POINT (-73.72746282 40.726545863),11426
PROSPERITY POULTRY,200.0,Store,POINT (-74.006934331 40.638230359),11220
LILI DELI GROCERY & MEAT MARKET,,Store,POINT (-73.920260842 40.807836955),10454
BEST FARM BROOKLYN,,Store,POINT (-73.959449592 40.652684365),11226
SADEQ GOURMET DELI,,Store,POINT (-73.893921466 40.866144449),10458
BISBAS GOURMET DELI,1000.0,Store,POINT (-73.730398749 40.673877336),11422
ALMADINAH HALAL MARKET,2500.0,Store,POINT (-73.942426869 40.589411431),11235
PARIS DELI GROCERY NY,1200.0,Store,POINT (-73.948577928 40.64310737),11226
665 SENECA DELI,1000.0,Store,POINT (-73.908472449 40.703403177),11385
HONG KEY MARKET INC,2000.0,Store,POINT (-73.993642979 40.615909603),11204
COURTSIDE GOURMET,1100.0,Store,POINT (-73.917856409 40.826366283),10451
